country_code,parameter,value,unit,status,source_id,locator,currency,basis_year,note,low,high
EE,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
ES,shunting_im,148.0,EUR/event,sourced,ES-ADIF-2027,ch.6 basic operations,EUR,2027,shunting driving operations 148 EUR/h; overall shunting operations 200 EUR/h,,
ES,shunting_allin,148.0,EUR/event,derived,ES-ADIF-2027,ch.6 basic operations,EUR,2027,IM tariff 148.00 + full top-up 0 x index 1.00,,
ES,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
ES,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
FI,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
FI,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
FI,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
FI,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
FR,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
FR,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
FR,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
FR,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
GR,shunting_im,30.0,EUR/event,sourced,GR-OSE-2026,§6.4.1,EUR,2019,"per manoeuvre, passenger; covers the manoeuvring team but not loco or driver",,
GR,shunting_allin,112.5,EUR/event,derived,GR-OSE-2026,§6.4.1,EUR,2019,IM tariff 30.00 + crew top-up 110 x index 0.75,,
GR,parking_per_event,60.0,EUR/event,derived,GR-OSE-2026,§6.4.2,EUR,2019,stabling is defined as exactly 2 manoeuvres x 30 EUR — no time or length term,,
GR,parking_per_event_ref,60.0,EUR/event,derived,GR-OSE-2026,§6.4.2,EUR,2019,"per_event basis, 300 m x 12 h, 0 h free allowance",,
HR,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
HR,shunting_allin,152.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 0.75,,
HR,parking_rate,0.053,EUR/m/day,sourced,HR-NS-2027,§7.3.4.4 note 9,EUR,2027,">48 h band, establishment category 3",,
HR,parking_per_event_ref,0.0,EUR/event,derived,HR-NS-2027,§7.3.4.4 note 9,EUR,2027,"per_metre_day basis, 300 m x 12 h, 24 h free allowance",,
HU,shunting_im,263.0,EUR/event,derived,HU-NS-2627,Annex 5.2-6,EUR,2027,"24,480 HUF/person/h staff + 79,752 HUF/vehicle/h traction unit, 1 h, at 396 HUF/EUR — the only IM that prices the shunting locomotive itself",,
HU,shunting_allin,263.0,EUR/event,derived,HU-NS-2627,Annex 5.2-6,EUR,2027,IM tariff 263.00 + full top-up 0 x index 0.75,,
HU,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
HU,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
IE,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
IE,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
IE,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
IE,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
IT,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
IT,shunting_allin,200.0,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.00,,
IT,parking_per_event,9.992,EUR/event,sourced,IT-NS-2027,§5.4.6.1,EUR,2027,indirect cost per parking operation; the energy element belongs to notebook 03,,
IT,parking_per_event_ref,9.99,EUR/event,derived,IT-NS-2027,§5.4.6.1,EUR,2027,"per_event basis, 300 m x 12 h, 0 h free allowance",,
LT,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
LT,shunting_allin,152.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 0.75,,
LT,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
LT,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
LU,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
LU,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
LU,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
LU,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
LV,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
LV,shunting_allin,152.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 0.75,,
LV,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
LV,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
NL,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
NL,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
NL,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
NL,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
NO,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
NO,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
NO,parking_rate,0.123,EUR/m/day,sourced,NO-NS-2027,Tab.9 §7.3.5,EUR,2026,6 NOK/h per commenced 100 m outside Alnabru,,
NO,parking_per_event_ref,0.0,EUR/event,derived,NO-NS-2027,Tab.9 §7.3.5,EUR,2026,"per_metre_day basis, 300 m x 12 h, 48 h free allowance",,
PL,shunting_im,1.72,EUR/event,assumed,PL-PLK-A91,Annex 9.1,EUR,2027,3.66 PLN/km electric traction x an assumed 2 km per movement. Actual distances are tabulated per location in Appendix 2.8; the total is under 2% sensitive.,0.9,4.6
PL,shunting_allin,144.22,EUR/event,derived,PL-PLK-A91,Annex 9.1,EUR,2027,IM tariff 1.72 + track top-up 190 x index 0.75,,
PL,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
PL,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
PT,shunting_im,24.59,EUR/event,sourced,PT-IP-2027,§5.4.4,EUR,2027,long duration >30 min; short duration is 9.75 EUR,,
PT,shunting_allin,134.59,EUR/event,derived,PT-IP-2027,§5.4.4,EUR,2027,IM tariff 24.59 + crew top-up 110 x index 1.00,,
PT,parking_per_hour,2.43,EUR/h,derived,PT-IP-2027,§5.4.4,EUR,2027,"Te = 0.0405 EUR/min x 60; applies beyond the first hour, and timetabled technical stops are exempt",,
PT,parking_per_event_ref,26.73,EUR/event,derived,PT-IP-2027,§5.4.4,EUR,2027,"per_hour basis, 300 m x 12 h, 1 h free allowance",,
RO,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
RO,shunting_allin,152.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 0.75,,
RO,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
RO,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
SE,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
SE,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
SE,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
SE,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
SI,shunting_im,13.27,EUR/event,sourced,SI-NS-2027,§5.4.2 P22,EUR,2027,per departure from and arrival at the station of origin or a yard,,
SI,shunting_allin,203.27,EUR/event,derived,SI-NS-2027,§5.4.2 P22,EUR,2027,IM tariff 13.27 + track top-up 190 x index 1.00,,
SI,parking_per_event,0.0,EUR/event,not_levied,SI-NS-2027,§5.4.3 P23,EUR,2027,planned storage not charged; P23 covers unplanned RU-attributable storage only,,
SI,parking_per_event_ref,0.0,EUR/event,derived,SI-NS-2027,§5.4.3 P23,EUR,2027,"per_event basis, 300 m x 12 h, 0 h free allowance",,
SK,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
SK,shunting_allin,152.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 0.75,,
SK,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
SK,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
UK,shunting_im,10.0,EUR/event,assumed,,,EUR,2027,"track-scope default, see BASIS",0.0,40.0
UK,shunting_allin,247.5,EUR/event,derived,,,EUR,2027,IM tariff 10.00 + track top-up 190 x index 1.25,,
UK,parking_rate,0.2,EUR/m/day,assumed,,,EUR,2027,"median default, see BASIS",0.05,0.35
UK,parking_per_event_ref,60.0,EUR/event,derived,,,EUR,2027,"per_metre_day basis, 300 m x 12 h, 0 h free allowance",,
