country_code,parameter,value,unit,status,source_id,locator,currency,basis_year,note,low,high
CH,ruling_gradient_permille,27.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",21.6,32.4
CH,network_utilisation,55.0,k train-km per line-km,assumed,,,EUR,2022,not in RMMS; estimated from national network length and traffic volume,44.0,66.0
CH,punctuality_ld,0.9,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.8,0.9500000000000001
CH,timetable_buffer_pct,8.89,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(55.00/18.67) + 6.0 x (1 - 0.900). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
CH,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
CH,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
CZ,terrain_ascent_m_per_km,3.2,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Bohemian basin ringed by hills; main lines follow the Labe and Vltava. Right in ranking and band, roughly +/-1 m/km; not a measurement.",2.2,4.2
CZ,ruling_gradient_permille,20.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",16.0,24.0
CZ,network_utilisation,18.11,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
CZ,punctuality_ld,0.747,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
CZ,timetable_buffer_pct,7.98,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(18.11/18.67) + 6.0 x (1 - 0.747). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
CZ,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
CZ,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
DE,terrain_ascent_m_per_km,2.8,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: flat north, Mittelgebirge on every north-south corridor. Right in ranking and band, roughly +/-1 m/km; not a measurement.",1.7999999999999998,3.8
DE,ruling_gradient_permille,25.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.0,30.0
DE,network_utilisation,29.97,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
DE,punctuality_ld,0.536,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
DE,timetable_buffer_pct,9.95,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(29.97/18.67) + 6.0 x (1 - 0.536). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
DE,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
DE,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
DK,terrain_ascent_m_per_km,0.9,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: glacial moraine, no relief of consequence. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.0,1.9
DK,ruling_gradient_permille,5.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",4.0,6.0
DK,network_utilisation,31.33,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
DK,punctuality_ld,0.851,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
DK,timetable_buffer_pct,8.13,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(31.33/18.67) + 6.0 x (1 - 0.851). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
DK,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
DK,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
EE,terrain_ascent_m_per_km,1.0,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Baltic plain. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.0,2.0
EE,ruling_gradient_permille,6.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",4.800000000000001,7.199999999999999
EE,network_utilisation,5.81,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
EE,punctuality_ld,0.88,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.78,0.93
EE,timetable_buffer_pct,6.11,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(5.81/18.67) + 6.0 x (1 - 0.880). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
EE,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
EE,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
ES,terrain_ascent_m_per_km,4.8,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Meseta at 600-700 m — every line out of Madrid climbs to reach it. Right in ranking and band, roughly +/-1 m/km; not a measurement. National figure hides a within-country spread wider than the between-country spread.",3.8,5.8
ES,ruling_gradient_permille,20.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",16.0,24.0
ES,network_utilisation,11.74,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
ES,punctuality_ld,0.843,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
ES,timetable_buffer_pct,6.92,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(11.74/18.67) + 6.0 x (1 - 0.843). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
ES,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
ES,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
FI,terrain_ascent_m_per_km,1.8,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: lakeland, gently undulating. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.8,2.8
FI,ruling_gradient_permille,10.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",8.0,12.0
FI,network_utilisation,8.23,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
FI,punctuality_ld,0.83,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
FI,timetable_buffer_pct,6.68,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(8.23/18.67) + 6.0 x (1 - 0.830). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
FI,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
FI,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
FR,terrain_ascent_m_per_km,2.2,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: large flat basins; Massif Central and Alpine approaches are edge cases. Right in ranking and band, roughly +/-1 m/km; not a measurement.",1.2000000000000002,3.2
FR,ruling_gradient_permille,25.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.0,30.0
FR,network_utilisation,15.7,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
FR,punctuality_ld,0.842,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
FR,timetable_buffer_pct,7.24,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(15.70/18.67) + 6.0 x (1 - 0.842). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
FR,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
FR,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
GR,terrain_ascent_m_per_km,6.2,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: mountainous throughout; Athens-Thessaloniki crosses several ranges. Right in ranking and band, roughly +/-1 m/km; not a measurement.",5.2,7.2
GR,ruling_gradient_permille,25.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.0,30.0
GR,network_utilisation,5.31,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
GR,punctuality_ld,0.339,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
GR,timetable_buffer_pct,9.3,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(5.31/18.67) + 6.0 x (1 - 0.339). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
GR,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
GR,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
HR,terrain_ascent_m_per_km,5.6,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Slavonian plain flat; the Dinaric crossings to Rijeka and Split are steep. Right in ranking and band, roughly +/-1 m/km; not a measurement. National figure hides a within-country spread wider than the between-country spread.",4.6,6.6
HR,ruling_gradient_permille,26.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.8,31.2
HR,network_utilisation,7.28,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
HR,punctuality_ld,0.444,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
HR,timetable_buffer_pct,8.9,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(7.28/18.67) + 6.0 x (1 - 0.444). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
HR,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
HR,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
HU,terrain_ascent_m_per_km,1.3,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Pannonian basin; only the Bakony and Matra edges rise. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.30000000000000004,2.3
HU,ruling_gradient_permille,10.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",8.0,12.0
HU,network_utilisation,14.31,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
HU,punctuality_ld,0.592,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
HU,timetable_buffer_pct,8.64,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(14.31/18.67) + 6.0 x (1 - 0.592). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
HU,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
HU,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
IE,terrain_ascent_m_per_km,1.6,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: gentle rolling, main lines follow lowlands. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.6000000000000001,2.6
IE,ruling_gradient_permille,12.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",9.600000000000001,14.399999999999999
IE,network_utilisation,8.67,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
IE,punctuality_ld,0.9,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.8,0.9500000000000001
IE,timetable_buffer_pct,6.3,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(8.67/18.67) + 6.0 x (1 - 0.900). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
IE,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
IE,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
IT,terrain_ascent_m_per_km,5.0,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Po valley flat, but the Apennines split every north-south route. Right in ranking and band, roughly +/-1 m/km; not a measurement.",4.0,6.0
IT,ruling_gradient_permille,30.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",24.0,36.0
IT,network_utilisation,24.78,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
IT,punctuality_ld,0.669,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
IT,timetable_buffer_pct,8.87,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(24.78/18.67) + 6.0 x (1 - 0.669). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
IT,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
IT,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
LT,terrain_ascent_m_per_km,1.1,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Baltic plain. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.10000000000000009,2.1
LT,ruling_gradient_permille,6.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",4.800000000000001,7.199999999999999
LT,network_utilisation,6.35,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
LT,punctuality_ld,0.88,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.78,0.93
LT,timetable_buffer_pct,6.18,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(6.35/18.67) + 6.0 x (1 - 0.880). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
LT,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
LT,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
LU,terrain_ascent_m_per_km,4.2,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: small network largely on the Oesling plateau. Right in ranking and band, roughly +/-1 m/km; not a measurement.",3.2,5.2
LU,ruling_gradient_permille,16.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",12.8,19.2
LU,network_utilisation,27.79,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
LU,punctuality_ld,0.757,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
LU,timetable_buffer_pct,8.51,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(27.79/18.67) + 6.0 x (1 - 0.757). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
LU,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
LU,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
LV,terrain_ascent_m_per_km,1.1,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Baltic plain. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.10000000000000009,2.1
LV,ruling_gradient_permille,6.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",4.800000000000001,7.199999999999999
LV,network_utilisation,5.52,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
LV,punctuality_ld,0.88,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.78,0.93
LV,timetable_buffer_pct,6.08,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(5.52/18.67) + 6.0 x (1 - 0.880). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
LV,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
LV,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
NL,terrain_ascent_m_per_km,0.6,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: entirely flat; only the Betuweroute ramps rise. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.0,1.6
NL,ruling_gradient_permille,5.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",4.0,6.0
NL,network_utilisation,49.37,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
NL,punctuality_ld,0.88,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
NL,timetable_buffer_pct,8.79,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(49.37/18.67) + 6.0 x (1 - 0.880). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
NL,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
NL,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
NO,terrain_ascent_m_per_km,7.5,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Bergensbanen reaches 1,222 m; the Oslo-Goteborg axis is flat by contrast. Right in ranking and band, roughly +/-1 m/km; not a measurement. National figure hides a within-country spread wider than the between-country spread.",6.5,8.5
NO,ruling_gradient_permille,21.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",16.8,25.2
NO,network_utilisation,12.39,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
NO,punctuality_ld,0.8,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.7000000000000001,0.8500000000000001
NO,timetable_buffer_pct,7.24,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(12.39/18.67) + 6.0 x (1 - 0.800). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
NO,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
NO,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
PL,terrain_ascent_m_per_km,1.4,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: North European Plain; Carpathian foothills only in the far south. Right in ranking and band, roughly +/-1 m/km; not a measurement.",0.3999999999999999,2.4
PL,ruling_gradient_permille,12.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",9.600000000000001,14.399999999999999
PL,network_utilisation,13.97,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
PL,punctuality_ld,0.771,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
PL,timetable_buffer_pct,7.54,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(13.97/18.67) + 6.0 x (1 - 0.771). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
